Location,Area,No. of Bedrooms,Price
Virar,630,1,27599999
Virar,640,1,16600000
Kalyan West,585,1,24600000
Mira Road East,925,2,15900000
Bhayandar East,645,1,7500000
Thane West,1318,3,5040000
Thane West,838,2,17500000
Thane West,1167,3,16600000
Thane West,798,2,10800000
Goregaon East,500,1,16100000
Kandivali East,300,1,11500000
Kandivali East,1200,3,8495000
Panvel,1275,3,4823000
Panvel,858,2,11500000
Panvel,1222,3,7618000
Panvel,894,2,6454000
Panvel,1307,2,17000000
Panvel,742,1,3185000
Panvel,1771,3,11299999
Panvel,1172,2,3445000
Panvel,993,1,15700000
Panvel,2621,4,15200000
Panvel,490,1,8287000
Panvel,1750,3,7930000
Panvel,530,1,13000000
Panvel,2420,4,16200000
Panvel,2351,3,11200000
Panvel,1275,2,9000000
Panvel,1220,2,5900000
Panvel,2010,3,8500000
Panvel,2495,4,6500000
Panvel,1726,3,4700000
Thane West,1100,2,2390000
Thane West,600,1,15500000
Thane West,840,2,5583000
Thane West,670,1,11500000
Kandivali East,310,1,12100000
Nalasopara West,620,1,11000000
Andheri West,1250,2,17700000
Mira Road East,705,1,13000000
Thane West,641,2,12100000
Thane West,676,2,15800000
Thane West,616,2,37600000
Thane West,984,3,55400000
Thane West,725,2,10500000
Thane West,676,2,10700000
Thane West,880,3,7500000
Thane West,1630,4,4850000
Thane West,2250,4,3500000
Thane West,675,2,3200000
Thane West,693,2,3200000
Vasai east,1250,3,5100000
Nalasopara East,970,2,4000000
Nala Sopara,730,1,6500000
Nala Sopara,600,1,3300000
Vasai east,600,1,3300000
Nala Sopara,990,2,3300000
Vasai east,765,2,41100000
Nala Sopara,1300,2,20000000
Nala Sopara,600,1,13200000
Nala Sopara,620,1,9300000
Nala Sopara,620,1,16800000
Kandivali West,1737,4,21500000
Kandivali West,1000,2,13200000
Mira Road East,1525,3,9300000
Mira Road East,1060,2,16800000
Chembur,800,2,26000000
Chembur,881,2,22000000
Mira Road East,1525,3,36000000
Mira Road East,1060,2,33000000
Chembur,800,2,28500000
Kandivali East,1350,3,22799999
Kandivali West,1150,3,21000000
Kandivali East,1786,3,18500000
Kandivali East,1400,3,22500000
Borivali East,1700,3,3800000
Kandivali East,1050,2,32900000
Kandivali East,1050,2,26000000
Borivali West,1150,3,8100000
Goregaon West,994,2,36000000
Bhiwandi,657,1,5690000
Andheri West,1250,2,32000000
Andheri West,1250,2,22000000
Mira Road East,560,2,13000000
Andheri West,1850,3,14500000
Thane West,905,2,32500000
Andheri East,1113,3,25500000
Andheri East,742,2,21400000
Andheri East,426,1,21800000
Andheri East,451,1,21700000
Andheri East,1124,3,33100000
Andheri East,878,3,21800000
Andheri East,678,2,25400000
Andheri East,716,2,25600000
Powai,651,2,37800000
Powai,928,3,35100000
Powai,642,2,32100000
Powai,735,2,26500000
Powai,788,2,54200000
Powai,1094,3,34600000
Powai,1020,3,33400000
Powai,928,3,22200000
Powai,772,2,27300000
Powai,1613,4,27900000
Powai,1023,3,36900000
Powai,997,3,12900000
Powai,645,2,30000000
Powai,733,2,59600000
Powai,744,2,45700000
Powai,970,3,23700000
Mira Road East,1235,2,26200000
Bhandup West,2000,3,22100000
Bhandup West,3975,4,30900000
Bhandup West,3050,4,27900000
Bhandup West,1585,2,8950000
Bhandup West,1750,3,16500000
Bhandup West,1475,2,17500000
Bhandup West,2065,3,4799000
Bhandup West,1865,3,6000000
Goregaon West,650,1,16000000
Powai,950,2,15000000
Powai,1100,2,4900000
Thane West,625,1,17500000
Thane West,905,2,19000000
Andheri East,902,2,18500000
Andheri East,850,2,21000000
Malad West,350,1,16800000
Belapur,1335,2,40000000
Powai,1290,1,4900000
Powai,970,2,9000000
Powai,1135,2,47500000
Powai,1135,2,9300000
Seawoods,1850,3,7500000
Malad West,350,1,7500000
Kandivali West,520,1,7500000
Borivali West,2400,4,2000000
Mira Road East,1060,2,16000000
Kalyan West,1050,2,15000000
Ulwe,1350,2,13000000
Ulwe,1350,2,6300000
Nalasopara East,365,1,7400000
Andheri East,902,2,42000000
Andheri East,850,2,7500000
Nerul,1150,2,16700000
Thane West,550,1,6800000
Thane West,650,1,17500000
Andheri West,1850,3,4500000
Kalyan West,1050,2,9200000
Borivali West,1150,2,9600000
Kalyan West,800,2,9600000
Belapur,1335,2,5000000
Mira Road East,565,1,18800000
Thane West,940,2,8500000
Borivali West,580,1,29900000
Borivali West,580,1,18900000
Dombivali,750,2,9000000
Goregaon West,1299,2,8000000
Thane West,880,2,11000000
Goregaon West,1500,3,18000000
Goregaon West,1299,2,31900000
Andheri East,560,1,22000000
Mira Road East,990,2,15000000
Mira Road East,1341,3,15500000
Thane West,1565,3,16000000
Malad East,2050,3,19000000
Powai,885,2,20000000
Powai,630,1,21500000
Powai,915,2,12000000
Goregaon West,1150,2,3200000
Powai,770,2,16000000
Powai,1070,2,25000000
Powai,1198,2,25200000
Powai,600,1,25000000
Kamothe,365,1,25600000
Powai,1150,2,22500000
Kandivali East,1750,3,22500000
Kandivali East,1750,3,8000000
Kandivali East,1750,3,7600000
Kandivali East,1750,3,2400000
Kandivali East,1655,3,8900000
Kandivali East,1655,3,14500000
Mira Road East,990,2,22500000
Mira Road East,960,2,22500000
Naigaon East,540,1,8000000
Borivali West,635,1,7600000
Borivali West,580,2,22500000
Borivali West,935,2,27500000
Kandivali East,1655,3,22500000
Mira Road East,990,2,19500000
Mira Road East,960,2,15000000
Dahisar,1250,3,15600000
Dahisar,1196,3,16500000
Dahisar,1196,3,8400000
Dahisar,855,2,15500000
Kandivali East,1000,2,7400000
Borivali West,732,2,28500000
Borivali West,756,2,27500000
Borivali West,515,1,24000000
Kandivali East,900,2,13000000
Thane West,932,2,9400000
Powai,940,2,15000000
Powai,1045,2,13600000
Powai,1444,3,9200000
Powai,600,1,9600000
Kandivali East,680,2,9600000
Powai,870,2,5000000
Chandivali,1050,1,11000000
Thane West,940,2,16500000
Borivali West,580,1,9400000
Borivali West,580,1,16299999
Dombivali,750,2,7500000
Mira Road East,1341,3,7500000
Borivali West,756,2,15000000
Kandivali East,680,2,13600000
Kandivali East,1090,2,24000000
Kandivali East,460,1,28500000
Kandivali East,460,1,31500000
Powai,870,2,2600000
Chandivali,1050,1,20000000
Powai,1350,3,18100000
Powai,1050,2,18100000
Powai,1750,3,18500000
Nere,690,1,26500000
Santacruz East,950,2,10000000
Goregaon West,1100,2,18500000
Goregaon West,1100,2,19100000
Goregaon West,1100,2,12500000
Powai,1060,2,14500000
Powai,602,1,17500000
Powai,1150,2,18500000
Powai,1050,2,20000000
Powai,600,1,29000000
Powai,900,2,9800000
Andheri East,1065,2,14200000
Powai,1100,2,18500000
Powai,1250,2,6500000
Powai,1150,2,22000000
Powai,555,1,8900000
Powai,1100,2,14500000
Powai,1155,2,22500000
Ghansoli,645,1,22500000
Kandivali East,1655,3,14500000
Borivali West,635,1,27500000
Borivali West,580,2,22500000
Borivali West,935,2,19500000
Borivali West,935,2,15000000
Kandivali East,995,2,15600000
Dahisar,1196,3,2000000
Dahisar,1196,3,34500000
Dahisar,855,2,34000000
Kandivali East,1000,2,14000000
Borivali West,732,2,8500000
Nala Sopara,575,1,8500000
Kandivali East,2465,4,9300000
Kandivali East,2365,4,13700000
Kandivali East,1000,2,9000000
Andheri East,550,1,13500000
Andheri East,550,1,18100000
Thane West,1010,3,18500000
Borivali West,775,2,18400000
Malad East,570,1,18000000
Malad East,820,2,18200000
Goregaon West,1100,2,10500000
Goregaon West,1100,2,20000000
Goregaon West,1100,1,13500000
Goregaon West,1100,1,19500000
Goregaon West,1100,1,28000000
Powai,585,1,26000000
Powai,1120,2,2850000
Powai,650,1,17500000
Dahisar,855,2,23500000
Mulund West,2000,3,9500000
Mulund West,1600,3,20000000
Naigaon East,540,1,20000000
Powai,1000,1,26000000
Powai,1300,3,22000000
Andheri East,650,1,9500000
Powai,1070,2,17000000
Powai,1000,2,28500000
Powai,980,2,21000000
Powai,985,2,14000000
Powai,600,1,27500000
Powai,1000,1,26500000
Powai,1150,2,10000000
Powai,1198,2,18500000
Powai,1100,2,19100000
Powai,916,2,12500000
Powai,1060,2,14500000
Powai,602,1,17500000
Powai,1150,2,18500000
Powai,1050,2,20000000
Powai,600,1,29000000
Powai,900,2,9800000
Andheri East,1065,2,14200000
Powai,1100,2,18500000
Powai,1250,2,6500000
Powai,1150,2,22000000
Powai,555,1,18000000
Powai,1100,2,16700000
Powai,1155,2,6800000
Ghansoli,645,1,21500000
Kandivali East,1655,3,21500000
Goregaon West,1100,2,8000000
Borivali West,770,2,8000000
Dombivali,1120,3,18000000
Andheri West,1350,2,11500000
Andheri West,1350,2,2000000
Ulwe,1155,2,25000000
Ulwe,1155,2,19000000
Goregaon West,1100,2,5300000
Borivali West,650,1,30000000
Nala Sopara,590,1,21000000
Kandivali East,1600,3,32500000
Andheri West,900,2,15500000
Kalyan West,933,2,25000000
Kandivali East,1120,3,2400000
Kandivali West,950,2,51500000
Powai,1545,2,8000000
Andheri East,850,2,11500000
Powai,1350,3,9200000
Vangani,425,1,9300000
Matunga,1170,3,4000000
Koper Khairane,850,2,3700000
Ulwe,1260,2,13500000
Mira Road East,1160,2,5800000
Mira Road East,1060,2,4400000
Karanjade,690,1,4100000
Kewale,990,2,5600000
Chembur,750,1,22000000
Mira Road East,540,1,8800000
Mira Road East,490,1,5700000
Mira Road East,530,1,8800000
Mira Road East,540,1,6500000
Thane West,1600,3,12000000
Mira Road East,1073,2,7400000
Mira Road East,650,1,8000000
Ulwe,1235,2,11800000
Bhiwandi,1332,3,13500000
Sanpada,851,2,21500000
Sanpada,576,1,20000000
Sanpada,600,1,19500000
Sanpada,900,2,11000000
Sanpada,910,2,19500000
Sanpada,1645,3,11000000
Sanpada,1250,3,9000000
Sanpada,1215,3,18000000
Ulwe,1580,3,9000000
Sanpada,1215,3,22000000
Ulwe,1580,3,22500000
Sanpada,600,1,16500000
Sanpada,1435,2,7900000
Sanpada,600,1,24000000
Sanpada,1640,3,4750000
Sanpada,1650,3,31500000
Sanpada,1313,2,9200000
Bhiwandi,1491,3,9200000
Sanpada,1600,3,25000000
Kalyan West,960,2,15000000
Sanpada,2000,4,4200000
Dahisar West,560,1,6000000
Dahisar West,560,1,6000000
Santacruz West,600,1,8000000
Thane West,1400,3,8000000
Ulwe,695,1,5990000
Ulwe,1000,2,5990000
Ulwe,1000,2,3600000
Ulwe,1140,2,10000000
Ulwe,1140,2,27500000
Thane West,901,2,26100000
Thane West,901,2,14000000
Virar,800,2,12000000
Malad West,750,2,10800000
Borivali West,1000,3,8900000
Borivali West,900,2,13799999
Borivali West,580,1,12500000
Borivali West,500,1,16500000
Borivali West,550,1,3500000
Borivali West,600,1,17700000
Mulund West,700,2,17600000
Ghatkopar West,996,2,22400000
Ghatkopar West,1358,3,16800000
Dronagiri,650,1,16800000
Malad West,771,2,12100000
Malad West,769,2,9601000
Malad West,978,3,13000000
Malad West,734,2,7929000
Malad West,733,2,11500000
Thane West,676,2,15800000
Thane West,1075,2,11000000
Thane West,725,2,16600000
Thane West,907,2,16600000
Thane West,641,2,28000000
Thane West,880,3,18100000
Thane West,616,2,12600000
Thane West,685,2,3600000
Thane West,706,2,4837000
Thane West,1091,3,6187000
Thane West,762,2,8212000
Thane West,519,2,6637000
Dronagiri,640,1,7481000
Dombivali,774,1,6862000
Dombivali,990,2,4556000
Dombivali,1314,3,2700000
Dombivali,1062,2,2700000
Dombivali,1197,3,18500000
Dombivali,1098,2,8500000
Dombivali,729,1,26000000
Ulwe,450,1,4000000
Ulwe,450,1,4000000
Malad East,1290,2,27000000
Vasai,1050,3,10700000
Malad West,1775,3,9800000
Karanjade,640,1,30000000
Karanjade,640,1,21000000
Chembur,1500,3,16000000
Dahisar West,800,2,55000000
Sector 9 Airoli,873,2,7000000
Kandivali East,1120,3,17500000
Kandivali West,950,2,10800000
Kamothe,2000,3,21500000
Andheri West,2050,4,37800000
Mira Road East,900,2,2500000
Malad West,1100,2,4000000
Mira Road East,1180,2,9000000
Chembur,1100,2,6300000
Andheri West,1650,3,7500000
Powai,310,1,7600000
Panvel,680,1,16800000
Mira Road East,1412,2,8800000
Thane West,550,1,2900000
Borivali West,580,1,2850000
Mira Road East,960,2,13200000
Chembur,800,2,9000000
Mira Road East,1073,2,13100000
Malad West,225,1,3600000
Malad West,225,1,18500000
Mira Road East,1525,2,8700000
Mira Road East,1412,2,11000000
Mira Road East,1400,3,14000000
Vasai,600,1,25500000
Andheri East,1150,2,2850000
Thane West,900,2,3550000
Mira Road East,1341,3,4500000
Chembur,700,2,17300000
Chembur,1200,2,11100000
Diva Gaon,575,1,2900000
Kalyan West,585,1,7400000
Mira Road East,565,1,7500000
Powai,970,2,25500000
Powai,602,1,70000000
Malad West,225,1,18700000
Thane West,650,1,10200000
Borivali West,580,1,4400000
Andheri West,1200,2,5100000
Andheri West,2400,4,4500000
Kandivali West,980,2,15500000
Kalyan West,1500,3,6300000
Mira Road East,450,1,4700000
Bhiwandi,1017,2,5800000
Bhiwandi,927,2,5800000
Powai,910,2,3600000
Kandivali East,365,1,5000000
Bhiwandi,1017,2,3700000
Bhiwandi,1021,2,8000000
Bhiwandi,1021,2,7500000
Kewale,1200,2,6000000
Bhiwandi,1017,2,5800000
Kewale,1100,2,23500000
Panvel,1300,3,5600000
Seawoods,1050,2,30000000
Bhiwandi,1080,2,8000000
Bhiwandi,1080,2,5000000
Koper Khairane,1750,3,5000000
Bhiwandi,1080,2,8200000
Belapur,1550,3,9300000
Dombivli (West),995,2,5400000
Ulwe,700,1,5400000
Ulwe,700,1,8800000
Dombivli (West),1034,2,6700000
Mira Road East,1060,2,26000000
Ulwe,697,1,3900000
Ulwe,697,1,3900000
Mira Road East,1073,2,5400000
Thane West,850,2,26000000
Sen Nagar,1050,2,26000000
Karanjade,640,1,6800000
Karanjade,640,1,11000000
Kamothe,655,1,19000000
Sen Nagar,1125,2,7500000
Sen Nagar,1125,2,15000000
Panvel,800,2,5500000
Santacruz East,550,1,25000000
Malad West,1566,3,10000000
Malad West,495,1,4800000
Belapur,1350,2,4800000
Bhiwandi,1080,2,14000000
Belapur,1650,3,8500000
Chembur,700,1,22000000
Mira Road East,550,1,24500000
Mira Road East,550,1,24500000
Vashi,1154,2,3325000
Kamothe,1045,2,3325000
Kharghar,1715,3,3325000
Belapur,1550,3,3325000
Belapur,1550,3,3325000
Dombivali,665,1,40000000
Dombivali,665,1,40000000
Dombivali,665,1,19500000
Dombivali,665,1,8500000
Dombivali,665,1,6800000
Borivali West,2250,4,15000000
Borivali West,2250,4,32000000
Mahalaxmi,550,1,50000000
Jogeshwari West,630,1,16500000
Dahisar,574,1,20000000
Jogeshwari West,800,2,9000000
Kharghar,3205,4,9000000
Andheri East,2500,6,8000000
Kharghar,1660,3,14000000
Malad West,1250,3,7000000
Dahisar,492,1,7000000
Dahisar,492,1,23500000
Vasai West,1350,3,7000000
Kandivali West,1015,2,7000000
Kharghar,750,2,23500000
Kharghar,750,2,7600000
Powai,1444,2,2836000
Kharghar,750,2,5500000
Kharghar,750,2,6800000
Powai,1444,2,9200000
Ulwe,1050,2,33500000
Ambernath West,709,1,24000000
Ulwe,727,1,3700000
Mira Road East,1050,2,8500000
Mira Road East,1160,2,9000000
Matunga,777,2,51500000
Thane West,1500,3,6800000
Kalyan West,607,1,36800000
Thane West,990,3,21300000
Mira Road East,1250,3,30000000
Matunga,1170,3,23000000
Mira Road East,1050,2,9300000
Andheri West,1600,3,11000000
Malad East,1160,2,23200000
Malad West,1804,3,42500000
Malad West,1440,2,42000000
Mira Road East,1060,2,6600000
Mulund West,650,1,38000000
Juhu,600,1,12000000
Andheri West,1850,3,23100000
Andheri West,1850,3,37000000
Mira Road East,700,1,6000000
Andheri West,1850,3,5800000
Ulwe,1650,3,7700000
Andheri West,600,1,8800000
Andheri West,1650,3,15100000
Dahisar,550,1,25800000
Vasai,800,2,6300000
Mira Road East,950,2,31000000
Ulwe,1185,2,28000000
Ghansoli,1450,3,17500000
Malad West,1420,3,5500000
Kalyan West,570,1,17500000
Matunga,667,2,9000000
Andheri West,1250,2,43000000
Goregaon West,1150,2,15300000
Dombivli (West),785,1,8800000
Chembur,750,2,11000000
Kandivali West,520,1,23200000
Andheri West,1950,4,4800000
Chembur,850,2,12000000
Mira Road East,1073,2,12000000
Mulund West,650,1,20000000
Juhu,600,1,27500000
Malad West,350,1,2700000
Kharghar,1150,2,8500000
Kharghar,1150,2,9000000
Santacruz East,1000,2,11800000
Powai,1545,3,9500000
Taloja,649,1,10800000
Kalyan West,1115,2,3050000
Kharghar,1005,2,8200000
Panvel,1440,3,3050000
Ghatkopar West,605,1,8200000
Panvel,1280,3,8000000
Panvel,565,1,2900000
Panvel,1055,2,6200000
Panvel,565,1,8800000
Panvel,1055,2,20000000
Panvel,1005,2,8200000
Adaigaon,570,1,8400000
Kalyan West,880,2,8000000
Mira Road East,990,2,8000000
Ghatkopar West,750,2,9300000
Panvel,1005,2,6500000
Panvel,1055,2,9500000
Panvel,1020,2,5700000
Panvel,1020,2,22000000
Panvel,1075,2,13000000
Panvel,1240,2,7000000
Koper Khairane,1050,2,32500000
Thane West,590,1,17000000
Belapur,1350,3,3500000
Belapur,1001,2,2150000
Panvel,1245,2,4000000
Kandivali East,1052,2,23000000
Chembur,776,2,23000000
Boisar,1200,3,3650000
Boisar,465,1,2500000
Virar,1050,2,6500000
Juhu,1000,2,2950000
Juhu,1000,2,7500000
Ambernath East,725,1,4600000
Virar West,600,1,4800000
Koper Khairane,695,1,7000000
Dombivli (West),420,1,42500000
Kalyan West,800,2,8500000
Dombivli (West),700,1,40000000
Santacruz East,350,1,12500000
Santacruz East,350,1,5300000
Andheri East,1325,3,3750000
Kharghar,1260,2,3700000
Andheri West,1500,3,3675000
Ulwe,1250,2,28000000
Kamothe,660,1,31700000
Ulwe,645,1,4300000
Ulwe,620,1,39000000
Ulwe,610,1,7800000
Andheri West,1003,2,12800000
Andheri West,1166,2,27300000
Thane West,375,1,55000000
Andheri West,1509,3,42000000
Beturkar Pada,985,2,55000000
Thane West,1000,2,40000000
Bhandup West,1144,3,55000000
matunga east,1296,3,30000000
matunga east,1250,3,25500000
matunga east,1296,3,25500000
matunga east,850,2,42000000
matunga east,1296,3,18500000
matunga east,850,2,11000000
matunga east,850,2,107600000
matunga east,850,2,11000000
Borivali West,1800,3,107600000
Borivali West,1200,2,79900000
Kharghar,1096,2,6542000
Parel,2604,4,65500000
Kharghar,1096,2,14500000
Parel,2604,4,4475000
Parel,1835,3,60500000
Dombivali,1150,2,32000000
Parel,1543,3,12500000
Ulwe,1660,3,22000000
Dombivali,700,1,13000000
Parel,1403,3,14500000
Andheri East,1113,3,32500000
Kandivali West,900,2,25500000
Andheri East,742,2,21400000
Andheri East,426,1,11500000
Andheri East,451,1,21800000
Andheri East,1124,3,47900000
Andheri East,878,3,10300000
Andheri East,678,2,17000000
Ulwe,1240,2,12500000
Andheri East,716,2,15100000
Parel,1043,3,22500000
Kamothe,1252,2,7600000
Goregaon West,1050,3,26000000
Ulwe,1240,2,31200000
Ghatkopar West,1238,3,7000000
Goregaon West,1650,3,4900000
Thane West,880,2,30000000
Sion,1050,3,3100000
Bandra East,838,2,7100000
Taloja,1520,3,10800000
Taloja,1055,2,8800000
Ghansoli,2065,3,8200000
Mira Road East,375,1,9000000
Panvel,1200,2,30000000
Panvel,1280,3,4396000
Panvel,1005,2,15200000
Panvel,950,2,11500000
Kharghar,1227,2,8800000
Malad West,1550,3,4500000
Dombivali,774,1,22000000
Kharghar,1697,3,13799999
Kharghar,1100,2,13799999
Ulwe,1185,2,4200000
Dombivali East,518,1,9000000
Malad West,1100,2,8200000
Kharghar,1257,2,14500000
Charkop,870,2,12500000
Kalyan West,635,1,11500000
Chembur,600,1,4600000
Panvel,1150,2,16900000
Kharghar,1309,2,49000000
Malad West,1068,2,36100000
Kharghar,1820,3,7000000
Kalyan West,700,1,37500000
Andheri East,850,2,17900000
Parel,1177,3,36800000
Parel,823,2,8500000
Kalyan West,947,2,2700000
Dadar West,1240,2,12700000
Kandivali West,1400,3,14500000
Parel,825,2,4000000
Kalyan West,1300,3,4000000
Dombivali,315,1,12000000
Kandivali West,1065,2,12000000
Kharghar,1309,2,11000000
Kalyan West,740,1,13200000
Kalyan West,740,1,8000000
Kandivali West,975,2,9000000
Kandivali West,975,2,29000000
Nerul,1100,2,37400000
Jogeshwari East,925,2,37400000
Kalwa,850,2,19800000
Koper Khairane,950,2,17500000
Ghansoli,1800,3,21000000
Parel,940,2,13500000
Parel,940,2,16500000
Govandi,926,2,22500000
Mulund West,1000,2,16500000
Mulund West,1050,2,22500000
Thane West,1000,2,12500000
Thane West,1550,3,12500000
Mulund West,1350,3,14500000
Thane West,1550,3,4278000
Mulund West,1350,3,2948000
Mulund West,1000,2,3847000
Mulund West,1000,2,4163000
Dahisar,865,2,2804000
Vasai,514,2,3133000
Vasai,353,1,3100000
Vasai,487,2,15900000
Vasai,527,2,15600000
Vasai,342,1,14800000
Vasai,383,1,15100000
Dombivali East,450,1,20299999
Mulund East,627,2,15200000
Mulund East,613,2,16500000
Mulund East,581,2,8500000
Mulund East,593,2,15000000
Mulund East,799,3,18000000
Mulund East,598,2,5200000
Mulund East,649,2,5200000
Borivali West,525,1,18000000
Andheri East,700,2,20000000
Goregaon West,1350,3,14200000
Ulwe,675,1,14600000
Ulwe,675,1,14600000
Seawoods,1351,3,14400000
Seawoods,1440,3,7000000
Seawoods,1055,2,7000000
Seawoods,1084,2,8500000
Seawoods,1084,2,8500000
Seawoods,1030,2,12900000
Kandivali West,560,1,18000000
Kandivali West,560,1,23400000
Kandivali West,650,1,23400000
Kandivali West,650,1,8100000
Malad West,1066,2,3365999
Goregaon West,1350,3,9200000
Thane West,1150,3,9200000
Thane West,1150,3,17800000
Mira Road East,1137,2,13000000
Boisar,990,3,16000000
Mira Road East,1137,2,13700000
Malad West,750,1,13700000
Malad West,1350,3,13700000
Malad West,990,2,9500000
Dahisar,1200,2,18800000
Kandivali West,990,2,18800000
Kandivali West,990,2,18900000
Kandivali West,990,2,18800000
Borivali West,600,1,10000000
Kandivali West,1450,2,10000000
Kandivali West,1450,2,8800000
Malad West,1404,3,10000000
Malad West,1350,3,10000000
Andheri West,800,2,12200000
Andheri West,800,2,11500000
Malad West,750,1,4500000
Malad West,750,1,4500000
Malad West,750,1,13000000
Borivali East,880,2,8800000
Thane West,1050,2,8800000
Kalyan West,735,1,10000000
Kalyan West,725,1,4700000
Borivali West,900,2,12100000
Malad West,980,1,13000000
Malad West,980,1,18200000
Malad West,750,1,4100000
Thane West,375,1,22000000
Malad West,890,2,5800000
Thane West,1350,3,5800000
Kandivali West,1500,3,4400000
Mira Road East,585,1,8000000
Bandra West,550,1,16000000
Kalyan West,868,2,20000000
Kalyan West,868,2,25500000
Kalyan West,676,1,33500000
Mira Road East,972,2,13000000
Mira Road East,1944,4,13500000
Goregaon West,888,2,25000000
Goregaon West,1151,3,7500000
Goregaon West,1501,3,13300000
Santacruz East,550,1,49000000
Santacruz East,650,1,47900000
Santacruz East,1000,3,36100000
Santacruz East,450,1,60500000
Malad East,910,2,37400000
Parel,1177,3,107600000
Parel,1043,3,65500000
Parel,823,2,36800000
Parel,1404,3,79900000
Parel,940,2,12300000
Parel,2605,4,5750000
Parel,1543,3,5750000
Parel,825,2,21700000
Parel,1836,3,27799999
Kalyan East,1700,3,22000000
Karanjade,975,2,8200000
Karanjade,975,2,8800000
Andheri West,954,2,8400000
Andheri West,1274,3,8400000
Andheri West,985,3,9200000
Malad West,650,1,17800000
Malad West,650,1,13000000
Malad West,650,1,16000000
Malad West,650,1,13700000
Malad West,750,1,13700000
Malad West,1350,3,13700000
Malad West,990,2,9500000
Dahisar,1200,2,18800000
Kandivali West,990,2,18800000
Kandivali West,990,2,18900000
Kandivali West,990,2,9500000
Borivali West,600,1,5742000
Kandivali West,1450,2,8355000
Kandivali West,1450,2,13500000
Malad West,1404,3,13000000
Borivali West,600,1,13000000
Mira Road East,725,1,5600000
Mira Road East,1055,2,8064000
Wadala,880,2,15300000
Mulund West,1050,2,20299999
Mulund West,1050,2,16200000
Dahisar,600,1,16299999
Kalyan East,1100,2,120000000
Malad West,688,2,138000000
Malad West,890,3,3800000
Malad West,727,2,3800000
Malad West,716,2,4200000
Bandra West,2150,4,17000000
Bandra West,2000,4,17000000
Karanjade,650,1,25500000
Karanjade,650,1,26700000
Karanjade,680,1,27000000
Ville Parle East,547,1,27000000
Ville Parle East,547,1,28400000
Ville Parle East,805,2,28400000
Ville Parle East,845,2,28800000
Ville Parle East,853,2,29500000
Ville Parle East,853,2,29500000
Ville Parle East,895,2,36000000
Ville Parle East,895,2,40400000
Ville Parle East,907,2,40400000
Ville Parle East,930,2,6800000
Ville Parle East,930,2,7500000
Ville Parle East,1116,3,9200000
Ville Parle East,1261,3,7600000
Ville Parle East,1261,3,11000000
Mira Road East,890,2,13100000
Mira Road East,1060,2,13200000
Mira Road East,1160,2,9000000
Mira Road East,960,2,21700000
Mira Road East,1341,3,12500000
Mira Road East,1400,3,8500000
Mira Road East,1525,3,8500000
Bhandup West,650,1,14500000
Malad East,1250,3,14500000
Santacruz East,650,1,12000000
Kharghar,1000,2,12000000
Kharghar,1000,2,8500000
Thane West,1200,3,4700000
Thane West,1200,3,5600000
Thane West,1026,2,5600000
Thane West,1026,2,7000000
Mira Road East,945,2,10000000
Dombivli (West),525,1,12000000
Mira Road East,645,1,7400000
Mira Road East,645,1,11500000
Airoli,600,1,16800000
Mulund West,500,1,26500000
Thane West,1080,3,2900000
Kalyan West,977,2,2400000
Thane West,950,2,2600000
Kanjurmarg,1150,2,2400000
Powai,1060,2,2400000
Taloja,500,1,2330000
Virar West,590,1,2500000
Nala Sopara,620,1,2350000
Nala Sopara,580,1,2400000
Nala Sopara,580,1,2400000
Nala Sopara,585,1,2265000
Nala Sopara,580,1,2925000
Nala Sopara,485,1,2400000
Nalasopara West,600,1,2300000
Nala Sopara,594,1,2500000
Nalasopara West,580,1,2200000
Nala Sopara,760,1,2445000
Nalasopara West,500,1,2500000
Nalasopara West,560,1,2400000
Nalasopara West,560,1,2450000
Nala Sopara,550,1,2150000
Nala Sopara,585,1,2700000
Nalasopara West,590,1,2565000
Nala Sopara,580,1,2450000
Nala Sopara,560,1,2800000
Nalasopara West,525,1,2600000
Nala Sopara,572,1,2450000
Nala Sopara,620,1,2450000
Nala Sopara,560,1,2000000
Nalasopara West,585,1,2600000
Nala Sopara,545,1,2100000
Nala Sopara,545,1,2515000
Nala Sopara,560,1,2330000
Nala Sopara,580,1,2250000
Nala Sopara,545,1,2350000
Nala Sopara,585,1,2600000
Nala Sopara,710,2,2350000
Nala Sopara,590,1,2288000
Nala Sopara,590,1,2350000
Nala Sopara,594,1,2345000
Nala Sopara,580,1,2300000
Nala Sopara,585,1,2500000
Vasai,572,1,2400000
Nala Sopara,525,1,2500000
Nala Sopara,525,1,2300000
Nala Sopara,585,1,2400000
Nala Sopara,550,1,2750000
Nala Sopara,595,1,2300000
Nala Sopara,594,1,2400000
Nala Sopara,585,1,2750000
Nala Sopara,580,1,2500000
Nala Sopara,585,1,2150000
Nala Sopara,585,1,2900000
Nala Sopara,580,1,2255000
Nala Sopara,585,1,2400000
Nalasopara West,590,1,2310000
Nala Sopara,525,1,2600000
Nalasopara West,585,1,2700000
Nalasopara West,580,1,2400000
Nala Sopara,595,1,2320000
Nala Sopara,590,1,2400000
Nala Sopara,585,1,2650000
Nalasopara West,615,1,4099000
Nala Sopara,590,1,2700000
Nala Sopara,570,1,2500000
Nalasopara West,590,1,2200000
Nalasopara West,520,1,2400000
Nalasopara West,850,2,2650000
Nala Sopara,535,1,2150000
Nala Sopara,445,1,2700000
